host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2014-03-01,100%,71%,f,,2,3,t,f,Fort Lauderdale,26.16136932373047,-80.10245513916016,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,$222.00,t,25,110,4,0,2015-11-29,2024-04-08,4.58,4.59,4.66,4.83,4.72,4.85,4.5,t,2,2,0,0,1.05
2013-12-06,100%,,f,,1,1,t,t,Pompano Beach,26.23878,-80.11984,Entire cabin,Entire home/apt,2,1.0,1 bath,1.0,2.0,$125.00,t,29,21,0,0,2015-01-05,2022-05-02,4.9,5.0,4.86,5.0,5.0,4.67,4.9,f,1,1,0,0,0.18
2011-07-31,100%,70%,f,,7,10,t,t,Hallandale Beach,25.98546,-80.12828,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$70.00,t,3,155,6,1,2014-03-28,2024-05-28,4.41,4.61,4.66,4.82,4.76,4.67,4.44,f,7,7,0,0,1.24
2014-03-12,100%,75%,f,,2,2,t,t,Pompano Beach,26.2094,-80.12895,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,$296.00,t,11,6,0,0,2018-04-29,2021-11-28,4.0,4.33,4.17,4.5,4.5,4.33,4.0,f,2,2,0,0,0.08
2011-12-01,,,f,,1,1,t,t,Plantation,26.11613,-80.23057,Entire home,Entire home/apt,8,2.5,2.5 baths,3.0,4.0,$250.00,t,0,7,0,0,2014-03-29,2023-04-01,4.57,4.71,4.86,5.0,5.0,4.86,4.57,f,1,1,0,0,0.06
2014-01-06,100%,79%,f,Hollywood South Central Beach,6,8,t,f,Hollywood,25.98891,-80.11899,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,4.0,$206.00,t,12,47,0,0,2014-07-18,2023-04-02,4.72,4.7,4.72,4.61,4.79,4.71,4.74,f,5,5,0,0,0.39
2011-07-31,100%,70%,f,,7,10,t,t,Hallandale Beach,25.9962,-80.13525,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,$76.00,t,0,30,2,0,2014-09-21,2024-05-24,4.67,4.7,4.5,4.97,4.77,4.8,4.6,f,7,7,0,0,0.25
2012-02-06,100%,69%,t,Hollywood Lakes,7,10,t,t,Hollywood,26.00506,-80.1409,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$94.00,t,0,25,2,0,2014-05-08,2024-03-05,4.72,4.8,4.68,4.92,4.84,4.76,4.52,f,4,4,0,0,0.2
2014-04-18,100%,99%,t,Hollywood South Central Beach,3,4,t,t,Hollywood,25.988689422607425,-80.11805725097656,Entire condo,Entire home/apt,5,1.0,1 bath,1.0,3.0,$276.00,t,2,45,39,8,2023-01-04,2024-06-24,4.84,4.78,4.8,4.78,4.96,4.89,4.84,f,3,3,0,0,2.5
2014-04-26,100%,100%,t,,4,4,t,t,Deerfield Beach,26.3195,-80.14709,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,5.0,$128.00,t,0,34,5,0,2015-01-19,2024-05-08,4.91,4.88,4.79,4.91,4.88,4.88,4.91,f,4,4,0,0,0.3
2014-03-12,100%,93%,f,South Fort Lauderdale,1,1,t,t,Fort Lauderdale,26.1185219,-80.1610659,Entire home,Entire home/apt,12,2.5,2.5 baths,3.0,5.0,$264.00,t,20,6,6,2,2024-04-28,2024-06-23,5.0,5.0,4.67,4.67,5.0,5.0,5.0,f,1,1,0,0,2.95
2011-07-31,100%,70%,f,,7,10,t,t,Hallandale Beach,25.98559,-80.12831,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,$70.00,t,25,133,8,1,2014-05-18,2024-06-09,4.62,4.74,4.65,4.89,4.81,4.71,4.51,f,7,7,0,0,1.08
2014-05-11,78%,80%,t,Hollywood South Central Beach,25,38,t,t,Hallandale Beach,25.98586,-80.12159,Entire condo,Entire home/apt,6,1.0,1 bath,1.0,3.0,$230.00,t,0,38,2,0,2015-08-19,2023-12-29,4.53,4.68,4.63,4.37,4.68,4.87,4.37,f,25,25,0,0,0.35
2014-05-21,90%,88%,f,,2,2,t,t,Pompano Beach,26.20928,-80.13118,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$65.00,t,21,77,3,0,2015-07-10,2024-04-30,4.92,4.87,4.94,4.97,4.97,4.78,4.96,t,2,0,2,0,0.71
2014-06-02,100%,86%,f,,1,2,t,t,Coral Springs,26.29326,-80.21954,Entire home,Entire home/apt,4,2.0,2 baths,2.0,3.0,$120.00,t,4,78,10,4,2014-10-30,2024-06-15,4.86,4.92,4.71,4.96,4.91,4.88,4.88,f,1,1,0,0,0.66
2014-06-20,60%,73%,t,,3,3,t,t,Dania Beach,26.065,-80.19611,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$60.00,t,23,78,2,0,2018-08-02,2024-04-21,4.59,4.68,4.55,4.72,4.65,4.76,4.62,f,3,0,3,0,1.09
2014-04-08,,,f,,1,2,t,f,Lauderdale By The Sea,26.2142,-80.09458,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,$180.00,t,30,1,0,0,2015-04-01,2015-04-01,4.0,5.0,5.0,5.0,4.0,5.0,5.0,f,1,1,0,0,0.01
2014-06-25,100%,85%,t,South Middle River,2,2,t,t,Fort Lauderdale,26.16605544217378,-80.11338350046778,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,$230.00,t,29,0,0,0,,,,,,,,,,f,2,1,1,0,
2014-07-07,100%,100%,t,,1,1,t,t,Fort Lauderdale,26.13558,-80.10665,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,,t,0,7,2,0,2017-04-01,2024-05-07,4.86,4.71,4.71,5.0,4.71,4.86,4.71,t,1,1,0,0,0.08
2014-07-07,100%,83%,f,,1,1,t,t,Fort Lauderdale,26.12217,-80.11675,Entire home,Entire home/apt,8,4.5,4.5 baths,4.0,4.0,$500.00,t,29,62,4,0,2015-04-12,2024-03-15,4.81,4.84,4.65,4.95,4.95,4.9,4.77,f,1,1,0,0,0.55
2014-07-07,100%,100%,f,,1,2,t,t,Davie,26.07055,-80.2599,Entire home,Entire home/apt,7,3.0,3 baths,3.0,6.0,,t,1,133,5,1,2014-11-10,2024-06-06,4.89,4.89,4.9,4.98,4.98,4.84,4.77,f,1,1,0,0,1.13
2014-04-12,100%,95%,t,Victoria Park,14,14,t,t,Fort Lauderdale,26.13513,-80.12416,Entire home,Entire home/apt,6,,2 baths,3.0,,,t,3,41,1,0,2021-12-30,2024-03-14,4.95,4.98,4.9,4.98,4.95,4.98,4.98,f,6,3,3,0,1.35
2014-01-22,100%,98%,t,North Central,5,5,t,t,Fort Lauderdale,26.20974,-80.11967,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,$60.00,t,12,698,59,3,2014-08-18,2024-06-17,4.85,4.91,4.91,4.95,4.96,4.82,4.89,t,4,3,1,0,5.81
2014-07-17,100%,0%,f,Hollywood South Central Beach,8,37,t,t,Hollywood,25.9896,-80.11738,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,2.0,$175.00,t,29,8,0,0,2020-02-08,2022-10-31,4.63,4.63,4.38,4.38,4.75,4.88,4.5,f,8,8,0,0,0.15
2014-07-06,100%,100%,f,River Oaks,1,1,t,t,Fort Lauderdale,26.102265791974453,-80.15392118746732,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,$256.00,t,27,0,0,0,,,,,,,,,,f,1,1,0,0,
2014-07-27,100%,100%,t,,1,2,t,t,Hollywood,26.01283,-80.12256,Entire home,Entire home/apt,6,2.0,2 baths,3.0,7.0,$289.00,t,8,143,21,1,2018-09-30,2024-06-04,4.92,4.88,4.9,4.97,4.92,4.95,4.85,t,1,1,0,0,2.04
2012-05-11,100%,100%,t,,1,2,t,t,Deerfield Beach,26.29798,-80.08901,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$50.00,t,26,124,15,0,2018-11-04,2023-10-22,4.95,4.98,4.9,4.96,5.0,4.99,4.91,f,1,0,1,0,1.8
2013-05-21,100%,50%,f,,7,8,t,t,Hollywood,26.01771,-80.11512,Room in boutique hotel,Private room,4,1.0,1 private bath,1.0,1.0,$92.00,t,10,47,3,0,2014-12-07,2024-04-28,4.74,4.7,4.49,4.91,4.77,4.91,4.64,f,5,0,5,0,0.4
2014-09-01,100%,0%,f,,3,3,t,f,Dania Beach,26.05539,-80.14111,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,$54.00,t,1,75,0,0,2014-11-30,2019-03-19,4.35,4.51,3.74,4.69,4.73,4.72,4.43,f,1,0,1,0,0.64
2014-07-20,,,f,,1,3,t,f,Dania Beach,26.05349,-80.14041,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,$60.00,t,26,124,0,0,2014-11-09,2019-08-05,4.55,4.72,4.66,4.85,4.8,4.5,4.57,f,1,1,0,0,1.06
2012-02-18,100%,97%,t,Baristo,479,531,t,t,Fort Lauderdale,26.1369065,-80.1051716,Entire condo,Entire home/apt,8,2.0,2 baths,2.0,4.0,$429.00,t,0,16,7,0,2016-12-18,2024-04-17,4.88,4.63,4.88,4.69,4.94,4.81,4.69,f,22,22,0,0,0.17
2014-03-06,100%,58%,f,Hollywood South Central Beach,12,23,t,t,Hallandale Beach,25.98679,-80.11775,Entire condo,Entire home/apt,5,1.5,1.5 baths,1.0,4.0,$126.00,t,29,13,0,0,2016-01-23,2023-03-29,4.0,3.85,4.23,3.92,4.23,4.46,4.15,f,11,10,1,0,0.13
2014-03-06,100%,58%,f,Hollywood South Central Beach,12,23,t,t,Hallandale Beach,25.98675,-80.11761,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,2.0,5.0,$176.00,t,29,22,1,0,2016-03-03,2024-04-07,3.95,3.95,3.86,4.05,4.18,4.5,3.91,f,11,10,1,0,0.22
2014-08-24,100%,76%,f,Sunny Isles Beach,16,61,t,t,Hollywood,25.98912,-80.11805,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,$210.00,t,19,29,2,0,2015-04-06,2024-02-27,4.24,4.52,4.21,4.03,4.17,4.62,4.03,t,7,7,0,0,0.26
2014-10-03,100%,100%,f,,1,1,t,t,Pompano Beach,26.24916,-80.08823,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$77.00,t,6,59,15,2,2016-07-16,2024-06-05,4.68,4.78,4.8,4.88,4.71,4.86,4.8,t,1,1,0,0,0.61
2014-10-07,,,f,,5,6,t,t,Hollywood,26.02324,-80.11712,Room in bed and breakfast,Hotel room,4,,1 private bath,1.0,,,t,24,1,0,0,2022-04-03,2022-04-03,4.0,5.0,5.0,5.0,3.0,5.0,4.0,t,5,0,4,0,0.04
2014-10-07,,,f,,5,6,t,t,Hollywood,26.02179,-80.11741,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,$116.00,t,25,74,0,0,2017-08-21,2023-03-12,4.8,4.8,4.73,4.92,4.88,4.93,4.88,t,5,0,4,0,0.89
2011-01-17,100%,40%,f,,2,2,t,t,Hollywood,26.01262,-80.15834,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,$115.00,t,30,2,1,0,2018-03-18,2024-05-24,4.0,3.5,4.0,5.0,5.0,4.0,4.0,f,2,2,0,0,0.03
2011-01-17,100%,40%,f,,2,2,t,t,Hollywood,26.01465,-80.15846,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$60.00,t,30,6,1,0,2016-03-17,2023-11-12,4.83,4.83,4.67,5.0,4.83,4.83,4.67,f,2,2,0,0,0.06
2014-08-02,100%,92%,t,,2,2,t,t,Deerfield Beach,26.30717,-80.08306,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$150.00,t,2,100,14,0,2014-11-15,2024-05-26,4.66,4.74,4.67,4.89,4.69,4.81,4.73,f,1,1,0,0,0.85
2013-05-07,,,f,,1,1,t,t,Hollywood,26.00605,-80.13534,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,$540.00,t,30,0,0,0,,,,,,,,,,f,1,0,1,0,
2014-04-26,100%,100%,t,,4,4,t,t,Deerfield Beach,26.32101,-80.14515,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,$118.00,t,29,32,5,0,2015-01-27,2024-05-26,4.81,4.91,4.84,4.91,4.91,4.81,4.75,f,4,4,0,0,0.28
2012-09-26,100%,96%,t,,5,5,t,t,Wilton Manors,26.16042,-80.12775,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,$72.00,t,10,700,58,2,2014-11-08,2024-06-24,4.65,4.79,4.71,4.78,4.73,4.82,4.72,f,4,1,3,0,5.97
2013-05-21,100%,50%,f,,7,8,t,t,Hollywood,26.01782,-80.11648,Room in boutique hotel,Private room,3,,1 private bath,1.0,,,t,23,57,1,0,2015-01-04,2024-05-07,4.54,4.6,4.4,4.79,4.74,4.93,4.56,f,5,0,5,0,0.49
2013-05-21,100%,50%,f,,7,8,t,t,Hollywood,26.01794,-80.11682,Room in boutique hotel,Private room,2,,1 private bath,1.0,,,t,28,43,4,0,2015-01-02,2024-03-17,4.44,4.52,4.45,4.76,4.76,4.95,4.6,f,5,0,5,0,0.37
2012-09-26,100%,96%,t,,5,5,t,t,Wilton Manors,26.16121,-80.12927,Private room in villa,Private room,2,1.0,1 shared bath,1.0,1.0,$74.00,t,8,670,56,7,2014-11-08,2024-06-24,4.56,4.73,4.72,4.74,4.67,4.78,4.67,f,4,1,3,0,5.71
2011-05-28,90%,19%,f,Sunny Isles Beach,9,19,t,t,Hollywood,25.99231,-80.11821,Entire rental unit,Entire home/apt,7,2.0,2 baths,2.0,5.0,$315.00,t,30,16,1,0,2015-01-04,2023-12-10,4.75,4.69,4.56,4.81,4.75,4.81,4.25,f,5,5,0,0,0.14
2013-02-25,100%,82%,t,,4,5,t,t,Hallandale Beach,25.98341,-80.15035,Entire home,Entire home/apt,10,3.0,3 baths,4.0,5.0,$389.00,t,8,62,11,1,2015-08-30,2024-06-06,4.89,4.92,4.95,4.9,4.97,4.72,4.8,f,3,3,0,0,0.58
2014-11-08,100%,100%,t,,2,4,t,t,Pompano Beach,26.2284,-80.09725,Entire home,Entire home/apt,8,2.0,2 baths,4.0,4.0,$159.00,t,30,109,4,1,2016-11-10,2024-06-16,4.76,4.72,4.81,4.84,4.93,4.93,4.71,f,1,1,0,0,1.17
2014-02-02,,100%,f,,2,4,t,t,Pompano Beach,26.2285,-80.09129,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$125.00,t,0,8,0,0,2014-12-26,2022-01-01,4.63,4.5,4.63,5.0,4.88,5.0,4.88,f,1,1,0,0,0.07
2014-11-14,0%,25%,f,,1,1,t,t,Hollywood,26.00843,-80.14666,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,$80.00,t,1,23,0,0,2014-12-29,2017-08-22,4.91,4.91,4.91,4.87,4.96,4.83,4.87,f,1,1,0,0,0.2
2014-11-16,100%,,f,,1,3,t,t,Hollywood,25.98778,-80.11787,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$133.00,t,21,11,0,0,2014-12-07,2021-06-14,4.91,4.91,5.0,4.64,4.91,4.91,4.91,f,1,1,0,0,0.09
2011-01-08,100%,86%,f,,1,2,t,t,Fort Lauderdale,26.12284,-80.1295,Entire bungalow,Entire home/apt,2,1.0,1 bath,2.0,2.0,$122.00,t,3,114,8,0,2015-01-30,2024-05-17,4.92,4.93,4.89,4.97,4.97,4.95,4.88,f,1,1,0,0,1.0
2013-03-18,88%,69%,f,,13,13,t,t,North Lauderdale,26.21691,-80.22945,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,$69.00,t,0,9,0,0,2015-03-31,2016-12-04,4.33,4.78,4.78,4.88,4.89,3.56,4.44,f,12,0,12,0,0.08
2014-11-30,100%,99%,t,,1,2,t,t,Fort Lauderdale,26.12165,-80.12799,Private room in guest suite,Private room,1,1.0,1 private bath,1.0,1.0,$69.00,t,17,382,44,0,2014-12-29,2024-05-19,4.86,4.92,4.89,4.93,4.93,4.93,4.88,t,1,0,1,0,3.3
2014-12-02,100%,83%,t,South Fort Lauderdale,1,2,t,t,Fort Lauderdale,26.119378,-80.154259,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$69.00,t,2,39,21,0,2022-12-05,2024-04-21,5.0,4.95,4.95,5.0,5.0,5.0,4.92,f,1,0,1,0,2.05
2014-12-04,,100%,f,,2,2,t,t,Fort Lauderdale,26.15072,-80.14721,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,$60.00,t,0,19,0,0,2015-01-03,2023-03-09,4.84,4.84,4.84,4.89,4.95,4.68,4.63,f,2,1,1,0,0.16
2014-12-08,100%,100%,t,,1,1,t,t,Hollywood,26.01405,-80.13522,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$96.00,t,18,180,27,2,2015-07-01,2024-06-09,4.95,4.94,4.89,4.95,4.96,4.91,4.93,t,1,1,0,0,1.64
2014-12-09,100%,100%,,,20,28,t,t,Hollywood,25.98814,-80.11831,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,$127.00,t,20,209,23,0,2015-04-25,2024-05-19,4.7,4.81,4.74,4.54,4.88,4.83,4.68,t,3,3,0,0,1.87
2014-12-09,100%,0%,f,,1,1,f,f,Deerfield Beach,26.29874,-80.08931,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$285.00,t,29,11,0,0,2019-01-02,2023-01-03,5.0,5.0,4.91,5.0,4.91,5.0,4.91,f,1,1,0,0,0.16
2014-09-02,100%,100%,f,,1,1,t,t,Deerfield Beach,26.31044,-80.07579,Entire villa,Entire home/apt,6,2.0,2 baths,2.0,3.0,$504.00,t,24,27,9,1,2014-12-29,2024-06-13,4.85,4.81,4.78,5.0,4.96,4.96,4.7,f,1,1,0,0,0.23
2013-09-16,100%,75%,f,,1,1,t,t,Pompano Beach,26.22521,-80.09757,Entire home,Entire home/apt,8,3.5,3.5 baths,4.0,5.0,$429.00,t,12,54,2,0,2016-01-15,2024-01-03,4.85,4.91,4.91,4.83,4.98,4.89,4.74,f,1,1,0,0,0.52
2012-03-25,100%,86%,t,Sunny Isles Beach,53,57,t,t,Hollywood,25.98755,-80.11758,Entire condo,Entire home/apt,8,3.0,3 baths,3.0,5.0,$343.00,t,3,10,1,0,2015-12-04,2023-08-08,4.7,4.7,4.7,4.7,4.9,5.0,4.9,f,25,25,0,0,0.1
2014-12-18,100%,100%,f,,7,7,t,t,Pompano Beach,26.24757,-80.08713,Entire condo,Entire home/apt,3,1.0,1 bath,0.0,2.0,$147.00,t,17,22,3,0,2015-01-24,2024-04-01,4.59,4.5,4.73,4.91,4.82,4.77,4.59,f,7,3,4,0,0.19
2014-12-20,100%,97%,t,,2,2,t,t,Fort Lauderdale,26.10464,-80.12815,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$205.00,t,4,176,11,2,2015-06-22,2024-06-17,4.75,4.81,4.72,4.91,4.8,4.93,4.76,f,1,1,0,0,1.6
2014-12-05,70%,50%,f,Buena Vista,15,18,t,t,Hollywood,26.00808,-80.15411,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,$144.00,t,30,100,3,0,2015-01-02,2024-03-31,4.56,4.64,4.56,4.74,4.78,4.6,4.57,f,1,1,0,0,0.87
2012-03-25,100%,86%,t,Sunny Isles Beach,53,57,t,t,Hollywood,25.98794,-80.11943,Entire condo,Entire home/apt,5,1.5,1.5 baths,1.0,2.0,$229.00,t,17,2,0,0,2016-03-27,2019-05-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,25,25,0,0,0.02
2014-12-29,100%,100%,t,Hollywood South Central Beach,3,3,t,t,Hollywood,25.99416,-80.11698,Entire condo,Entire home/apt,4,1.5,1.5 baths,1.0,3.0,$116.00,t,3,20,0,0,2016-05-31,2023-03-15,4.65,4.8,4.55,4.55,4.75,4.95,4.8,f,3,3,0,0,0.2
2014-12-29,100%,100%,t,,4,4,t,t,Pompano Beach,26.22804,-80.09029,Entire home,Entire home/apt,8,3.0,3 baths,3.0,5.0,$336.00,t,5,41,7,0,2017-02-10,2024-05-17,4.95,4.98,4.95,4.93,4.95,5.0,4.85,t,3,3,0,0,0.46
2012-03-25,100%,86%,t,Sunny Isles Beach,53,57,t,t,Hollywood,25.98709,-80.11886,Entire condo,Entire home/apt,7,2.0,2 baths,2.0,5.0,$206.00,t,12,16,3,0,2017-03-04,2024-05-27,4.69,4.75,4.63,4.8,4.81,5.0,4.47,f,25,25,0,0,0.18
2014-10-07,,,f,,5,6,t,t,Hollywood,26.02373,-80.11699,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,$133.00,t,22,77,0,0,2017-08-13,2023-02-11,4.48,4.38,4.66,4.71,4.4,4.83,4.53,t,5,0,4,0,0.92
2015-01-02,100%,100%,t,,2,4,t,t,Fort Lauderdale,26.12163,-80.12977,Private room in home,Private room,2,0.0,0 shared baths,1.0,2.0,$72.00,t,16,563,23,2,2015-01-10,2024-06-09,4.84,4.94,4.91,4.94,4.93,4.95,4.85,t,1,0,1,0,4.89
2014-07-17,100%,0%,f,Hollywood South Central Beach,8,37,t,t,Hollywood,25.98879,-80.11865,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,4.0,$221.00,t,29,5,0,0,2017-04-19,2023-01-02,4.6,5.0,4.4,4.2,4.6,4.8,4.8,f,8,8,0,0,0.06
2011-03-21,100%,98%,f,,17,20,t,t,Dania Beach,26.0344,-80.14156,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,$100.00,t,0,17,3,0,2015-01-20,2024-01-07,4.71,4.82,4.53,4.76,4.76,4.65,4.65,f,10,10,0,0,0.15
2013-05-16,67%,100%,f,,2,2,t,t,Lauderdale By The Sea,26.1861,-80.10306,Entire home,Entire home/apt,8,2.5,2.5 baths,3.0,3.0,$400.00,t,26,58,1,0,2015-02-21,2024-03-05,5.0,5.0,4.91,5.0,4.97,4.98,4.93,f,2,2,0,0,0.51
2015-01-11,100%,99%,t,,11,11,t,t,Pompano Beach,26.24686,-80.08809,Entire townhouse,Entire home/apt,5,2.0,2 baths,2.0,2.0,$129.00,t,19,71,20,2,2017-04-09,2024-06-08,4.86,4.8,4.87,4.93,4.94,4.87,4.75,f,9,9,0,0,0.81
2015-01-09,0%,0%,f,,3,10,t,t,Fort Lauderdale,26.12105,-80.13905,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$229.00,t,30,1,0,0,2015-02-28,2015-02-28,5.0,4.0,4.0,4.0,5.0,5.0,5.0,f,3,3,0,0,0.01
2014-06-30,100%,99%,f,Hollywood Lakes,40,128,t,t,Hollywood,26.0227,-80.11582,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,$70.00,t,28,20,5,0,2015-09-14,2024-05-08,4.6,4.7,4.7,4.75,4.6,4.6,4.55,t,37,37,0,0,0.19
2014-04-26,100%,100%,t,,4,4,t,t,Deerfield Beach,26.31815,-80.14527,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,6.0,$118.00,t,25,28,8,0,2016-02-16,2024-05-26,4.89,4.89,4.86,4.93,4.96,4.86,4.79,f,4,4,0,0,0.28
2015-01-18,100%,100%,t,,1,2,t,t,Pompano Beach,26.2541,-80.08886,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$71.00,t,19,238,21,3,2015-05-17,2024-06-17,4.92,4.95,4.92,4.94,4.95,4.95,4.87,t,1,1,0,0,2.14
2013-07-18,100%,100%,t,,2,2,t,t,Pompano Beach,26.24432,-80.08659,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,$159.00,t,18,322,26,4,2015-05-14,2024-06-16,4.81,4.88,4.66,4.93,4.95,4.91,4.83,f,2,2,0,0,2.9
2015-01-20,100%,0%,f,,1,7,t,t,Hollywood,25.99089,-80.11799,Entire rental unit,Entire home/apt,8,2.0,2 baths,2.0,3.0,$235.00,t,29,2,0,0,2016-08-20,2017-02-02,5.0,4.5,3.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.02
2015-01-09,0%,0%,f,,3,10,t,t,Fort Lauderdale,26.12101,-80.13731,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,$289.00,t,30,0,0,0,,,,,,,,,,f,3,3,0,0,
2014-12-21,100%,100%,t,Barrier Island,1,1,t,t,Fort Lauderdale,26.105465,-80.108528,Entire villa,Entire home/apt,8,4.0,4 baths,4.0,10.0,$266.00,t,11,71,35,4,2021-11-26,2024-06-23,4.94,4.97,4.9,4.97,4.99,4.94,4.8,f,1,1,0,0,2.25
2015-02-01,100%,84%,f,,2,2,t,t,Pompano Beach,26.23023,-80.10888,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,$102.00,t,16,361,16,1,2015-02-14,2024-06-10,4.84,4.84,4.82,4.93,4.91,4.75,4.8,f,1,1,0,0,3.16
2014-02-02,100%,100%,t,,1,1,t,t,Oakland Park,26.17417,-80.15201,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$74.00,t,14,366,13,1,2015-02-18,2024-06-13,4.91,4.93,4.94,4.94,4.91,4.77,4.91,t,1,0,1,0,3.21
2014-06-17,100%,100%,f,,1,1,t,t,Fort Lauderdale,26.19871,-80.1181,Entire home,Entire home/apt,5,2.0,2 baths,2.0,2.0,$156.00,t,30,22,1,0,2015-03-17,2023-12-20,5.0,4.82,4.86,4.95,4.95,4.95,4.91,f,1,1,0,0,0.19
2014-10-04,100%,100%,t,North Fort Lauderdale,3,3,t,t,Lauderdale By The Sea,26.1967887878418,-80.0989990234375,Entire home,Entire home/apt,10,2.5,2.5 baths,4.0,9.0,$386.00,t,0,62,9,0,2015-08-17,2024-03-17,4.84,4.95,4.82,4.95,4.92,5.0,4.79,f,3,3,0,0,0.57
2014-10-27,100%,26%,f,,15,30,t,t,Wilton Manors,26.15709,-80.15196,Entire guesthouse,Entire home/apt,3,1.0,1 bath,1.0,2.0,$92.00,t,20,424,0,0,2015-02-14,2022-12-10,4.62,4.71,4.63,4.79,4.77,4.75,4.7,f,2,2,0,0,3.72
2015-02-18,100%,100%,t,,1,3,t,t,Dania Beach,26.05739,-80.13497,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$190.00,t,29,47,2,0,2015-04-08,2024-04-27,4.83,4.79,4.83,4.89,4.89,4.6,4.64,f,1,1,0,0,0.42
2013-05-21,100%,50%,f,,7,8,t,t,Hollywood,26.01667,-80.11569,Room in boutique hotel,Private room,3,1.0,1 private bath,1.0,2.0,$89.00,t,29,19,1,0,2016-02-01,2024-05-20,4.53,4.32,4.47,4.53,4.53,4.95,4.68,f,5,0,5,0,0.19
2014-01-22,100%,98%,t,North Central,5,5,t,t,Pompano Beach,26.21081,-80.11964,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,$93.00,t,20,555,49,5,2015-03-11,2024-06-16,4.84,4.88,4.89,4.93,4.93,4.83,4.85,t,4,3,1,0,4.9
